frame,time_sec,model_tag,class_id,class_name,confidence,x1,y1,x2,y2
6011,200.368,coco_yolov8s,0,person,0.4004,1279.9,564.7,1538.4,786.0
6012,200.402,coco_yolov8s,0,person,0.7917,1631.8,0.0,1919.0,575.5
6012,200.402,coco_yolov8s,0,person,0.4059,1249.9,558.7,1538.0,784.7
6013,200.435,coco_yolov8s,0,person,0.5134,1634.3,0.7,1919.2,570.1
6013,200.435,coco_yolov8s,0,person,0.4058,1250.8,552.1,1540.2,784.4
6013,200.435,coco_yolov8s,0,person,0.2932,628.5,620.2,755.4,871.6
6014,200.468,coco_yolov8s,0,person,0.8718,1635.0,0.8,1919.1,577.6
6014,200.468,coco_yolov8s,0,person,0.4237,1250.7,548.9,1537.3,784.1
6015,200.502,coco_yolov8s,0,person,0.8855,1635.8,0.5,1919.0,585.7
6015,200.502,coco_yolov8s,0,person,0.4889,1243.4,544.2,1543.1,784.0
6015,200.502,coco_yolov8s,0,person,0.3860,625.1,622.4,748.8,874.2
6016,200.535,coco_yolov8s,0,person,0.9066,1633.8,0.1,1919.7,589.9
6016,200.535,coco_yolov8s,0,person,0.4623,1243.4,545.2,1542.2,784.8
6017,200.568,coco_yolov8s,0,person,0.8951,1624.8,0.3,1919.6,592.9
6017,200.568,coco_yolov8s,0,person,0.2813,1243.3,539.8,1541.5,785.2
6017,200.568,coco_yolov8s,0,person,0.2715,627.1,623.0,742.7,879.6
6018,200.602,coco_yolov8s,0,person,0.9066,1576.8,0.3,1918.7,600.7
6018,200.602,coco_yolov8s,0,person,0.3544,1246.0,550.5,1540.7,785.2
6019,200.635,coco_yolov8s,0,person,0.9003,1550.0,0.1,1894.5,608.3
6019,200.635,coco_yolov8s,0,person,0.3452,1244.6,540.4,1542.6,783.3
6020,200.668,coco_yolov8s,0,person,0.8953,1524.2,0.4,1872.5,598.7
6020,200.668,coco_yolov8s,0,person,0.3630,1242.4,538.0,1542.6,784.3
6021,200.702,coco_yolov8s,0,person,0.8810,1495.4,1.2,1849.9,602.0
6021,200.702,coco_yolov8s,0,person,0.3025,1242.5,538.2,1543.3,784.3
6021,200.702,coco_yolov8s,0,person,0.2544,614.3,641.8,733.2,872.3
6022,200.735,coco_yolov8s,0,person,0.8788,1478.3,2.1,1833.8,607.9
6022,200.735,coco_yolov8s,0,person,0.3323,1243.3,541.0,1542.1,784.3
6023,200.768,coco_yolov8s,0,person,0.8803,1476.0,2.3,1816.3,613.9
6023,200.768,coco_yolov8s,0,person,0.3771,1242.8,545.0,1541.9,784.9
6024,200.802,coco_yolov8s,0,person,0.8660,1476.0,3.7,1819.3,618.5
6024,200.802,coco_yolov8s,0,person,0.4493,1243.9,549.6,1538.1,784.9
6025,200.835,coco_yolov8s,0,person,0.8105,1466.9,16.3,1772.8,579.4
6025,200.835,coco_yolov8s,0,person,0.4214,1242.6,547.8,1538.0,783.8
6026,200.868,coco_yolov8s,0,person,0.8382,1464.1,34.9,1750.6,636.9
6026,200.868,coco_yolov8s,0,person,0.3269,1241.2,541.0,1541.6,783.3
6027,200.902,coco_yolov8s,0,person,0.8733,1467.7,94.4,1735.7,649.0
6027,200.902,coco_yolov8s,0,person,0.3737,1242.4,545.8,1539.1,782.8
6028,200.935,coco_yolov8s,0,person,0.8449,1465.1,100.5,1721.0,654.9
6028,200.935,coco_yolov8s,0,person,0.3143,1241.5,540.4,1541.3,782.0
6029,200.968,coco_yolov8s,0,person,0.8966,1458.3,120.3,1707.8,664.3
6030,201.002,coco_yolov8s,0,person,0.8849,1451.9,135.0,1693.1,670.6
6030,201.002,coco_yolov8s,0,person,0.2984,1242.1,544.2,1543.1,783.3
6031,201.035,coco_yolov8s,0,person,0.8119,1432.9,131.8,1676.6,676.6
6032,201.068,coco_yolov8s,0,person,0.7928,1408.5,136.3,1662.6,677.9
6032,201.068,coco_yolov8s,0,person,0.2884,1240.6,533.8,1543.8,782.3
6033,201.102,coco_yolov8s,0,person,0.7685,1246.6,142.2,1647.3,756.5
6034,201.135,coco_yolov8s,0,person,0.8366,1245.2,143.1,1631.3,762.5
6035,201.168,coco_yolov8s,0,person,0.8216,1247.0,141.4,1614.5,738.4
6036,201.202,coco_yolov8s,0,person,0.7242,1244.6,141.9,1596.0,778.0
6037,201.235,coco_yolov8s,0,person,0.6326,1247.7,142.1,1575.7,774.5
6038,201.268,coco_yolov8s,0,person,0.7977,1243.3,159.4,1561.5,766.8
6039,201.302,coco_yolov8s,0,person,0.6899,1269.2,171.0,1549.9,769.8
6039,201.302,coco_yolov8s,0,person,0.3208,1305.1,170.0,1545.0,631.8
6040,201.335,coco_yolov8s,0,person,0.7397,1277.5,180.9,1540.9,777.7
6041,201.368,coco_yolov8s,0,person,0.6761,1271.0,234.2,1540.5,780.5
6042,201.402,coco_yolov8s,0,person,0.6947,1249.4,253.6,1543.4,783.6
6043,201.435,coco_yolov8s,0,person,0.7772,1276.5,254.3,1519.3,779.3
6044,201.468,coco_yolov8s,0,person,0.7395,1269.4,259.4,1490.1,779.1
6044,201.468,coco_yolov8s,0,person,0.2518,788.8,749.9,843.1,918.1
6045,201.502,coco_yolov8s,0,person,0.6358,1264.8,248.4,1503.8,781.2
6045,201.502,coco_yolov8s,0,person,0.4010,1267.0,247.2,1459.3,667.9
6046,201.535,coco_yolov8s,0,person,0.5899,1245.9,250.0,1535.2,785.4
6047,201.568,coco_yolov8s,0,person,0.2946,1236.1,256.9,1535.1,786.6
6049,201.635,coco_yolov8s,0,person,0.3645,1216.5,257.7,1538.8,783.5
6049,201.635,coco_yolov8s,0,person,0.3451,1219.3,263.5,1415.5,669.4
6051,201.702,coco_yolov8s,0,person,0.5920,1196.0,264.1,1530.1,783.7
6051,201.702,coco_yolov8s,0,person,0.3429,1198.9,267.4,1394.6,676.2
6052,201.735,coco_yolov8s,0,person,0.8743,1189.4,264.3,1528.5,785.1
6053,201.768,coco_yolov8s,0,person,0.8768,1188.3,269.1,1520.8,770.7
6053,201.768,coco_yolov8s,0,person,0.3090,808.2,750.2,854.9,901.8
6054,201.802,coco_yolov8s,0,person,0.8681,1197.0,268.1,1525.6,772.1
6054,201.802,coco_yolov8s,0,person,0.4826,814.3,751.7,857.6,898.9
6055,201.835,coco_yolov8s,0,person,0.7792,1191.7,280.6,1537.8,774.8
6055,201.835,coco_yolov8s,0,person,0.2852,821.8,754.0,860.6,898.7
6056,201.868,coco_yolov8s,0,person,0.7473,1186.9,319.3,1526.4,772.0
6056,201.868,coco_yolov8s,0,person,0.4260,824.4,749.7,863.6,897.0
6057,201.902,coco_yolov8s,0,person,0.8312,1181.9,318.7,1525.6,782.0
6057,201.902,coco_yolov8s,0,person,0.3200,811.9,750.5,868.2,898.4
6058,201.935,coco_yolov8s,0,person,0.5714,1181.3,352.2,1325.2,694.8
6058,201.935,coco_yolov8s,0,person,0.4573,1176.8,351.6,1529.7,769.4
6058,201.935,coco_yolov8s,0,person,0.3803,1298.6,587.8,1527.1,783.9
6059,201.968,coco_yolov8s,0,person,0.6102,1163.1,360.8,1322.8,719.8
6059,201.968,coco_yolov8s,0,person,0.4696,1289.6,595.5,1521.7,784.0
6060,202.002,coco_yolov8s,0,person,0.3864,1148.7,351.6,1312.6,739.0
6060,202.002,coco_yolov8s,0,person,0.3543,1289.0,591.3,1522.6,784.3
6063,202.102,coco_yolov8s,0,person,0.3395,1285.4,582.0,1531.2,784.8
6063,202.102,coco_yolov8s,0,person,0.2552,1116.4,356.6,1284.7,764.4
6064,202.135,coco_yolov8s,0,person,0.3178,1102.3,358.6,1270.3,764.2
6065,202.168,coco_yolov8s,0,person,0.3239,1087.0,352.3,1262.4,764.9
6065,202.168,coco_yolov8s,0,person,0.2856,1282.4,588.0,1534.5,782.5
6065,202.168,coco_yolov8s,0,person,0.2676,1088.7,355.6,1386.3,772.2
6066,202.202,coco_yolov8s,0,person,0.2972,1081.6,374.4,1255.2,763.9
6067,202.235,coco_yolov8s,0,person,0.8163,1079.7,374.6,1246.9,760.7
6067,202.235,coco_yolov8s,0,person,0.3225,1251.8,586.8,1525.8,784.0
6068,202.268,coco_yolov8s,0,person,0.5927,1078.9,386.8,1241.2,754.9
6068,202.268,coco_yolov8s,0,person,0.3138,1819.9,0.8,1919.0,233.5
6068,202.268,coco_yolov8s,0,person,0.3015,1249.8,576.0,1531.0,784.0
6069,202.302,coco_yolov8s,0,person,0.4962,1243.4,549.7,1535.4,784.6
6069,202.302,coco_yolov8s,0,person,0.3273,1076.7,368.5,1239.2,732.0
6070,202.335,coco_yolov8s,0,person,0.4462,1243.8,547.3,1536.7,784.3
6071,202.368,coco_yolov8s,0,person,0.5547,1060.3,393.4,1206.2,737.8
6071,202.368,coco_yolov8s,0,person,0.4086,1259.0,542.9,1539.3,783.7
6071,202.368,coco_yolov8s,0,person,0.3448,1723.7,46.5,1919.5,357.2
6072,202.402,coco_yolov8s,0,person,0.4139,1672.3,4.7,1919.1,395.6
6072,202.402,coco_yolov8s,0,person,0.3711,1259.3,541.2,1543.2,783.2
6072,202.402,coco_yolov8s,0,person,0.3348,1056.0,426.7,1194.3,773.4
6072,202.402,coco_yolov8s,0,person,0.3252,1674.2,3.3,1919.2,568.0
6072,202.402,coco_yolov8s,0,person,0.2809,860.7,748.2,911.8,895.9
6073,202.435,coco_yolov8s,0,person,0.5208,1046.9,429.4,1186.8,785.7
6073,202.435,coco_yolov8s,0,person,0.4281,861.9,748.5,911.9,896.8
6073,202.435,coco_yolov8s,0,person,0.4241,1663.1,19.5,1919.5,561.2
6073,202.435,coco_yolov8s,0,person,0.4083,1247.6,546.2,1539.4,784.6
6074,202.468,coco_yolov8s,0,person,0.6082,1650.7,2.5,1919.3,539.9
6074,202.468,coco_yolov8s,0,person,0.5824,864.3,744.9,914.7,897.4
6074,202.468,coco_yolov8s,0,person,0.3965,1245.7,561.8,1533.5,785.3
6075,202.502,coco_yolov8s,0,person,0.6997,1648.2,1.3,1919.4,561.9
6075,202.502,coco_yolov8s,0,person,0.3031,1243.1,554.7,1542.8,784.5
6076,202.535,coco_yolov8s,0,person,0.3365,1243.7,538.3,1544.6,784.5
6076,202.535,coco_yolov8s,0,person,0.3166,1671.3,0.2,1918.4,568.7
6077,202.568,coco_yolov8s,0,person,0.3564,1244.4,544.7,1542.2,784.1
6078,202.602,coco_yolov8s,0,person,0.3091,1242.7,545.1,1542.9,784.1
6078,202.602,coco_yolov8s,0,person,0.2649,1013.6,431.5,1178.4,773.0
6079,202.635,coco_yolov8s,0,person,0.5454,1010.5,430.0,1180.5,784.9
6079,202.635,coco_yolov8s,0,person,0.4264,1242.8,543.5,1542.8,782.8
6079,202.635,coco_yolov8s,0,person,0.2732,1677.3,31.0,1919.5,595.9
6080,202.668,coco_yolov8s,0,person,0.6875,1006.0,432.3,1178.2,782.7
6080,202.668,coco_yolov8s,0,person,0.3989,1243.6,542.6,1543.4,781.0
6081,202.702,coco_yolov8s,0,person,0.5079,1002.6,440.2,1176.7,787.1
6081,202.702,coco_yolov8s,0,person,0.3853,1248.0,545.5,1542.1,782.5
6081,202.702,coco_yolov8s,0,person,0.3447,1655.4,95.1,1919.2,616.0
6081,202.702,coco_yolov8s,0,person,0.2856,572.7,680.8,670.7,912.6
6082,202.735,coco_yolov8s,0,person,0.3963,999.4,440.0,1160.8,791.4
6082,202.735,coco_yolov8s,0,person,0.3441,1243.4,542.4,1542.3,784.6
6082,202.735,coco_yolov8s,0,person,0.3224,571.7,680.2,669.1,910.9
6082,202.735,coco_yolov8s,0,person,0.2819,1631.2,70.7,1900.9,622.7
6083,202.768,coco_yolov8s,0,person,0.4573,993.8,442.0,1168.8,793.7
6083,202.768,coco_yolov8s,0,person,0.3060,1245.8,546.6,1542.2,784.1
6084,202.802,coco_yolov8s,0,person,0.6333,991.1,444.0,1162.1,792.8
6084,202.802,coco_yolov8s,0,person,0.3559,1589.2,83.7,1869.9,614.5
6084,202.802,coco_yolov8s,0,person,0.3518,1245.7,545.5,1540.2,782.8
6085,202.835,coco_yolov8s,0,person,0.7901,1550.0,75.9,1852.9,620.6
6085,202.835,coco_yolov8s,0,person,0.7268,987.2,442.5,1148.7,788.3
6085,202.835,coco_yolov8s,0,person,0.4187,1280.9,586.9,1530.9,783.8
6086,202.868,coco_yolov8s,0,person,0.7556,1492.9,98.8,1831.0,620.8
6086,202.868,coco_yolov8s,0,person,0.6973,983.5,449.6,1139.1,793.8
6086,202.868,coco_yolov8s,0,person,0.3811,1244.7,548.0,1538.8,782.2
6087,202.902,coco_yolov8s,0,person,0.7206,1487.2,110.9,1816.1,625.7
6087,202.902,coco_yolov8s,0,person,0.6166,980.3,466.6,1129.6,783.9
6087,202.902,coco_yolov8s,0,person,0.4409,906.5,754.3,957.6,894.9
6087,202.902,coco_yolov8s,0,person,0.4035,1247.2,553.2,1536.4,783.2
6088,202.935,coco_yolov8s,0,person,0.4454,975.6,478.3,1122.6,798.5
6088,202.935,coco_yolov8s,0,person,0.4339,907.4,751.1,960.3,896.4
6088,202.935,coco_yolov8s,0,person,0.2804,1241.1,539.0,1542.0,784.8
6089,202.968,coco_yolov8s,0,person,0.5563,910.7,749.9,964.5,898.8
6089,202.968,coco_yolov8s,0,person,0.4210,974.5,481.5,1154.6,789.6
6089,202.968,coco_yolov8s,0,person,0.4139,1243.8,546.7,1539.1,784.8
6090,203.002,coco_yolov8s,0,person,0.3344,915.1,752.0,968.6,897.4
6090,203.002,coco_yolov8s,0,person,0.2817,1247.3,539.3,1541.4,781.8
6091,203.035,coco_yolov8s,0,person,0.4161,1249.1,541.1,1542.6,782.6
6092,203.068,coco_yolov8s,0,person,0.2736,1241.7,538.1,1544.7,783.2
6099,203.302,coco_yolov8s,0,person,0.4082,932.6,521.0,1045.3,894.2
6104,203.468,coco_yolov8s,0,person,0.3936,1246.9,240.1,1557.6,776.3
6109,203.635,coco_yolov8s,0,person,0.3008,590.4,701.0,656.0,905.6
6110,203.668,coco_yolov8s,0,person,0.4091,589.3,701.3,655.2,906.3
6120,204.002,coco_yolov8s,0,person,0.4261,1220.2,378.1,1528.3,779.6
6121,204.035,coco_yolov8s,0,person,0.4159,1213.3,387.0,1530.7,777.7
6138,204.602,coco_yolov8s,0,person,0.2572,1241.3,565.9,1540.9,784.6
6139,204.635,coco_yolov8s,0,person,0.2900,1241.4,546.4,1538.5,784.2
6140,204.668,coco_yolov8s,0,person,0.2939,1243.0,579.4,1526.9,783.8
6145,204.835,coco_yolov8s,0,person,0.2864,1242.2,548.0,1528.0,781.1
6147,204.902,coco_yolov8s,0,person,0.2688,1242.7,549.1,1533.2,784.4
6148,204.935,coco_yolov8s,0,person,0.2893,1249.7,553.8,1532.0,784.0
6159,205.302,coco_yolov8s,0,person,0.2624,1244.1,546.1,1538.9,779.9
6160,205.335,coco_yolov8s,0,person,0.2602,1244.8,547.3,1535.9,781.1
6161,205.368,coco_yolov8s,0,person,0.3105,1247.3,543.4,1535.8,781.5
6162,205.402,coco_yolov8s,0,person,0.3088,1269.9,556.8,1536.8,782.6
6163,205.435,coco_yolov8s,0,person,0.2841,1284.0,587.6,1523.8,785.6
6210,207.002,coco_yolov8s,0,person,0.2961,1243.1,552.5,1536.3,783.0
6211,207.035,coco_yolov8s,0,person,0.2507,1244.6,544.0,1539.2,781.1
6213,207.102,coco_yolov8s,0,person,0.2816,1248.9,552.2,1532.2,782.8
6222,207.402,coco_yolov8s,0,person,0.3295,1709.3,0.4,1919.0,348.8
6222,207.402,coco_yolov8s,0,person,0.3104,1244.4,548.2,1539.5,783.5
6223,207.435,coco_yolov8s,0,person,0.4882,1698.8,0.4,1919.0,359.0
6223,207.435,coco_yolov8s,0,person,0.2869,1249.8,564.7,1539.2,783.6
6223,207.435,coco_yolov8s,0,person,0.2811,1700.6,0.0,1919.2,515.0
6224,207.468,coco_yolov8s,0,person,0.6947,1700.6,0.2,1919.2,532.5
6224,207.468,coco_yolov8s,0,person,0.3695,1245.2,539.3,1544.8,783.5
6225,207.502,coco_yolov8s,0,person,0.7958,1685.6,1.0,1919.4,556.7
6225,207.502,coco_yolov8s,0,person,0.3092,1246.5,551.1,1536.6,784.2
6226,207.535,coco_yolov8s,0,person,0.5370,1674.6,0.4,1919.1,542.6
6226,207.535,coco_yolov8s,0,person,0.4015,1242.9,546.1,1541.0,783.5
6227,207.568,coco_yolov8s,0,person,0.5644,1639.2,1.7,1919.2,540.9
6227,207.568,coco_yolov8s,0,person,0.3070,1244.4,549.2,1537.3,784.3
6228,207.602,coco_yolov8s,0,person,0.5495,1614.8,0.4,1919.3,549.8
6228,207.602,coco_yolov8s,0,person,0.3486,1242.6,543.8,1539.4,783.2
6229,207.635,coco_yolov8s,0,person,0.3891,1243.9,545.3,1541.5,784.3
6229,207.635,coco_yolov8s,0,person,0.2713,1667.8,5.4,1919.1,553.2
6230,207.668,coco_yolov8s,0,person,0.3435,1244.0,542.3,1541.9,784.1
6231,207.702,coco_yolov8s,0,person,0.4114,1244.2,548.3,1539.8,783.4
6232,207.735,coco_yolov8s,0,person,0.3456,1244.1,546.5,1539.1,783.7
6233,207.768,coco_yolov8s,0,person,0.3613,1246.5,543.6,1539.2,784.0
6234,207.802,coco_yolov8s,0,person,0.4715,1242.9,547.5,1538.8,782.4
6234,207.802,coco_yolov8s,0,person,0.3988,1269.3,0.5,1850.1,563.2
6235,207.835,coco_yolov8s,0,person,0.5203,1334.4,0.8,1851.7,570.9
6235,207.835,coco_yolov8s,0,person,0.2517,1243.9,545.7,1532.4,782.7
6236,207.868,coco_yolov8s,0,person,0.4981,1337.3,1.0,1850.4,578.3
6239,207.968,coco_yolov8s,0,person,0.2839,1279.0,0.9,1762.7,606.9
6240,208.002,coco_yolov8s,0,person,0.3431,1242.1,523.4,1537.3,784.9
6240,208.002,coco_yolov8s,0,person,0.2791,1289.5,0.6,1743.3,619.3
6241,208.035,coco_yolov8s,0,person,0.3864,1240.3,510.6,1585.3,781.2
6241,208.035,coco_yolov8s,0,person,0.3022,1247.4,2.4,1742.4,776.8
6241,208.035,coco_yolov8s,0,person,0.2698,1271.1,0.0,1726.3,584.4
6242,208.068,coco_yolov8s,0,person,0.2912,1250.3,0.0,1708.7,731.4
6243,208.102,coco_yolov8s,0,person,0.3360,1248.5,0.0,1669.7,714.1
6244,208.135,coco_yolov8s,0,person,0.5141,1272.7,0.4,1540.6,275.4
6244,208.135,coco_yolov8s,0,person,0.3375,1244.0,528.7,1531.2,781.9
6245,208.168,coco_yolov8s,0,person,0.5144,1273.5,0.0,1563.8,568.5
6245,208.168,coco_yolov8s,0,person,0.3301,1246.7,534.1,1528.6,700.8
6245,208.168,coco_yolov8s,0,person,0.2793,1244.4,439.6,1535.5,706.8
6245,208.168,coco_yolov8s,0,person,0.2730,1245.7,532.4,1528.6,773.9
6246,208.202,coco_yolov8s,0,person,0.5890,1265.4,0.0,1540.5,574.3
6246,208.202,coco_yolov8s,0,person,0.5430,1242.9,529.6,1524.9,782.6
6246,208.202,coco_yolov8s,0,person,0.3140,1242.8,525.4,1527.4,703.5
6247,208.235,coco_yolov8s,0,person,0.4303,1193.6,0.1,1541.5,587.6
6247,208.235,coco_yolov8s,0,person,0.4281,1242.9,442.6,1532.4,769.7
6248,208.268,coco_yolov8s,0,person,0.7373,1205.7,2.2,1559.1,697.5
6248,208.268,coco_yolov8s,0,person,0.4169,1243.6,535.3,1527.2,779.5
6249,208.302,coco_yolov8s,0,person,0.8843,1166.9,1.3,1573.9,701.0
6250,208.335,coco_yolov8s,0,person,0.8381,1138.7,2.9,1546.2,697.0
6251,208.368,coco_yolov8s,0,person,0.8600,1129.3,5.6,1541.3,719.7
6252,208.402,coco_yolov8s,0,person,0.8407,1128.0,5.3,1544.8,706.1
6253,208.435,coco_yolov8s,0,person,0.8755,1126.4,18.9,1541.9,729.5
6254,208.468,coco_yolov8s,0,person,0.8760,1125.3,34.9,1539.6,730.5
6255,208.502,coco_yolov8s,0,person,0.8929,1125.7,38.0,1538.9,718.9
6256,208.535,coco_yolov8s,0,person,0.8115,1125.9,26.7,1530.9,733.3
6257,208.568,coco_yolov8s,0,person,0.8475,1125.5,63.7,1536.7,779.9
6258,208.602,coco_yolov8s,0,person,0.5128,1126.7,93.6,1524.5,780.2
6258,208.602,coco_yolov8s,0,person,0.3576,1125.1,91.2,1426.9,686.8
6260,208.668,coco_yolov8s,0,person,0.7316,1125.6,116.1,1366.6,695.0
6260,208.668,coco_yolov8s,0,person,0.2640,1278.3,580.6,1539.7,785.6
6261,208.702,coco_yolov8s,0,person,0.6297,1118.4,119.8,1360.5,694.9
6261,208.702,coco_yolov8s,0,person,0.2975,1118.7,121.6,1537.7,776.7
6262,208.735,coco_yolov8s,0,person,0.6902,1106.4,120.4,1342.5,698.7
6262,208.735,coco_yolov8s,0,person,0.3961,1245.8,558.3,1539.0,783.9
6262,208.735,coco_yolov8s,0,person,0.2779,1107.2,122.0,1537.8,762.1
6263,208.768,coco_yolov8s,0,person,0.5956,1090.8,122.3,1539.1,780.4
6263,208.768,coco_yolov8s,0,person,0.5711,1092.8,126.6,1323.0,698.5
6264,208.802,coco_yolov8s,0,person,0.2541,1075.8,123.0,1531.6,775.4
6265,208.835,coco_yolov8s,0,person,0.4070,1059.0,118.6,1292.4,704.0
6265,208.835,coco_yolov8s,0,person,0.2749,1247.0,586.5,1533.3,784.7
6265,208.835,coco_yolov8s,0,person,0.2573,1060.9,126.0,1523.4,761.4
6266,208.868,coco_yolov8s,0,person,0.6801,1047.4,131.0,1283.1,678.5
6266,208.868,coco_yolov8s,0,person,0.2977,1246.8,576.1,1539.9,784.3
6267,208.902,coco_yolov8s,0,person,0.6162,1030.8,125.4,1269.7,695.5
6267,208.902,coco_yolov8s,0,person,0.4164,1249.7,594.2,1538.2,785.0
6268,208.935,coco_yolov8s,0,person,0.7610,1023.5,123.6,1257.2,698.4
6268,208.935,coco_yolov8s,0,person,0.4098,1268.7,590.1,1530.1,784.4
6269,208.968,coco_yolov8s,0,person,0.8256,1018.9,125.5,1244.8,707.1
6269,208.968,coco_yolov8s,0,person,0.4427,1246.0,592.5,1539.5,783.8
6270,209.002,coco_yolov8s,0,person,0.8716,1013.0,138.4,1232.0,713.4
6270,209.002,coco_yolov8s,0,person,0.3760,1248.6,591.4,1529.8,783.2
6271,209.035,coco_yolov8s,0,person,0.8873,1014.7,141.0,1218.9,718.6
6271,209.035,coco_yolov8s,0,person,0.3697,1244.4,567.5,1536.9,782.8
6272,209.068,coco_yolov8s,0,person,0.8903,1012.7,149.5,1207.1,725.9
6272,209.068,coco_yolov8s,0,person,0.3693,1243.8,562.7,1534.4,782.4
6273,209.102,coco_yolov8s,0,person,0.8912,1008.1,161.0,1195.8,734.3
6273,209.102,coco_yolov8s,0,person,0.4130,1255.2,570.7,1534.7,784.2
6274,209.135,coco_yolov8s,0,person,0.8645,1001.4,177.9,1186.0,733.6
6274,209.135,coco_yolov8s,0,person,0.4242,1268.5,557.8,1535.3,784.2
6275,209.168,coco_yolov8s,0,person,0.6935,993.2,228.1,1178.4,737.9
6275,209.168,coco_yolov8s,0,person,0.3973,1256.5,547.2,1541.4,784.1
6276,209.202,coco_yolov8s,0,person,0.6823,984.3,226.9,1170.3,740.3
6276,209.202,coco_yolov8s,0,person,0.3998,1247.9,546.7,1537.9,783.8
6277,209.235,coco_yolov8s,0,person,0.6991,972.7,225.2,1159.6,745.2
6277,209.235,coco_yolov8s,0,person,0.4120,1251.0,557.0,1539.0,784.0
6278,209.268,coco_yolov8s,0,person,0.8498,965.0,248.7,1153.2,745.7
6278,209.268,coco_yolov8s,0,person,0.3517,1253.9,576.6,1538.1,782.9
6279,209.302,coco_yolov8s,0,person,0.6734,957.6,252.3,1145.4,748.9
6279,209.302,coco_yolov8s,0,person,0.3744,1244.1,550.0,1538.2,783.3
6280,209.335,coco_yolov8s,0,person,0.7987,950.8,255.2,1139.6,746.8
6280,209.335,coco_yolov8s,0,person,0.4064,1258.5,568.3,1539.0,783.9
6281,209.368,coco_yolov8s,0,person,0.6656,940.5,271.3,1126.5,740.9
6281,209.368,coco_yolov8s,0,person,0.4429,1285.8,576.3,1536.7,784.8
6282,209.402,coco_yolov8s,0,person,0.6127,922.7,267.2,1121.4,745.3
6282,209.402,coco_yolov8s,0,person,0.3524,1277.6,573.5,1536.5,784.9
6283,209.435,coco_yolov8s,0,person,0.7482,910.8,263.8,1111.9,741.6
6283,209.435,coco_yolov8s,0,person,0.2836,1276.9,588.7,1535.7,784.8
6284,209.468,coco_yolov8s,0,person,0.6583,887.2,261.5,1102.1,729.4
6284,209.468,coco_yolov8s,0,person,0.3697,1260.4,551.8,1542.8,784.6
6285,209.502,coco_yolov8s,0,person,0.7383,886.2,255.6,1095.0,745.8
6285,209.502,coco_yolov8s,0,person,0.5217,1286.9,579.3,1531.7,784.4
6286,209.535,coco_yolov8s,0,person,0.7854,891.3,259.4,1085.3,749.2
6286,209.535,coco_yolov8s,0,person,0.5016,1278.7,566.2,1540.6,783.7
6287,209.568,coco_yolov8s,0,person,0.7612,893.1,258.3,1078.5,753.1
6287,209.568,coco_yolov8s,0,person,0.4199,1286.2,587.2,1532.4,785.3
6288,209.602,coco_yolov8s,0,person,0.7142,886.2,271.4,1071.1,758.7
6288,209.602,coco_yolov8s,0,person,0.4112,786.4,679.1,865.7,878.8
6288,209.602,coco_yolov8s,0,person,0.3811,1263.9,567.8,1535.5,783.8
6289,209.635,coco_yolov8s,0,person,0.8495,882.5,281.5,1062.7,759.8
6289,209.635,coco_yolov8s,0,person,0.4554,1256.3,554.2,1539.7,783.6
6289,209.635,coco_yolov8s,0,person,0.3451,787.4,679.0,867.4,878.1
6290,209.668,coco_yolov8s,0,person,0.8435,874.8,290.6,1052.4,843.3
6290,209.668,coco_yolov8s,0,person,0.4370,789.6,678.7,867.4,881.7
6290,209.668,coco_yolov8s,0,person,0.4124,1254.3,551.1,1542.6,784.8
6291,209.702,coco_yolov8s,0,person,0.8048,869.2,306.4,1043.4,836.2
6291,209.702,coco_yolov8s,0,person,0.4930,790.8,679.7,867.0,882.3
6291,209.702,coco_yolov8s,0,person,0.3544,1262.9,575.2,1538.1,784.5
6292,209.735,coco_yolov8s,0,person,0.7742,862.6,334.3,1029.9,844.2
6292,209.735,coco_yolov8s,0,person,0.4735,1261.3,568.3,1539.8,784.4
6292,209.735,coco_yolov8s,0,person,0.4624,788.0,679.4,868.3,904.1
6293,209.768,coco_yolov8s,0,person,0.7736,855.9,346.1,1026.9,841.9
6293,209.768,coco_yolov8s,0,person,0.5495,788.2,680.2,868.6,901.6
6293,209.768,coco_yolov8s,0,person,0.5032,1272.4,580.6,1539.5,785.1
6294,209.802,coco_yolov8s,0,person,0.7884,851.6,343.2,1019.8,844.8
6294,209.802,coco_yolov8s,0,person,0.4350,1287.7,584.1,1538.9,786.4
6294,209.802,coco_yolov8s,0,person,0.2670,785.9,680.8,867.5,883.7
6295,209.835,coco_yolov8s,0,person,0.7353,846.4,349.2,1009.9,839.7
6295,209.835,coco_yolov8s,0,person,0.4377,1266.0,559.4,1541.7,785.0
6295,209.835,coco_yolov8s,0,person,0.3204,781.7,680.8,864.4,905.6
6296,209.868,coco_yolov8s,0,person,0.7338,841.6,354.1,1005.2,846.5
6296,209.868,coco_yolov8s,0,person,0.4951,1272.0,572.4,1540.4,784.9
6297,209.902,coco_yolov8s,0,person,0.7607,834.3,352.3,1002.2,844.1
6297,209.902,coco_yolov8s,0,person,0.5099,1288.7,567.2,1535.4,784.9
6298,209.935,coco_yolov8s,0,person,0.7433,828.9,356.2,997.1,840.7
6298,209.935,coco_yolov8s,0,person,0.5235,1284.8,563.4,1540.6,784.6
6299,209.968,coco_yolov8s,0,person,0.7120,818.1,358.1,987.2,850.0
