frame,time_sec,model_tag,class_id,class_name,confidence,x1,y1,x2,y2
7130,237.669,coco_yolov8s,0,person,0.4372,1251.3,581.3,1542.5,778.2
7131,237.702,coco_yolov8s,0,person,0.5998,1063.1,488.8,1214.9,801.6
7132,237.735,coco_yolov8s,0,person,0.4086,1069.6,480.0,1220.3,800.1
7135,237.835,coco_yolov8s,0,person,0.4741,1111.7,475.4,1238.7,802.5
7135,237.835,coco_yolov8s,0,person,0.3322,1237.9,556.3,1540.8,777.7
7136,237.869,coco_yolov8s,0,person,0.5564,1127.4,475.5,1245.2,802.8
7136,237.869,coco_yolov8s,0,person,0.3200,1235.3,570.7,1539.3,777.8
7137,237.902,coco_yolov8s,0,person,0.2744,1242.1,542.3,1539.1,777.8
7138,237.935,coco_yolov8s,0,person,0.4523,1148.2,474.8,1525.6,793.2
7139,237.969,coco_yolov8s,0,person,0.4054,1148.1,471.6,1521.0,791.4
7140,238.002,coco_yolov8s,0,person,0.6539,1159.4,475.2,1518.5,793.5
7141,238.035,coco_yolov8s,0,person,0.6427,1164.2,470.9,1518.2,794.6
7141,238.035,coco_yolov8s,0,person,0.3594,1290.2,602.7,1525.2,779.6
7141,238.035,coco_yolov8s,0,person,0.3295,1161.6,471.0,1287.1,793.8
7142,238.069,coco_yolov8s,0,person,0.6259,1166.8,472.9,1522.7,790.1
7143,238.102,coco_yolov8s,0,person,0.7395,1169.5,469.8,1528.8,789.7
7144,238.135,coco_yolov8s,0,person,0.6900,1169.8,464.4,1524.7,787.3
7145,238.169,coco_yolov8s,0,person,0.7005,1170.4,456.4,1527.9,783.0
7146,238.202,coco_yolov8s,0,person,0.5026,1169.8,455.5,1537.2,779.0
7147,238.235,coco_yolov8s,0,person,0.6935,1172.7,442.8,1534.3,776.8
7148,238.269,coco_yolov8s,0,person,0.7679,1177.9,454.8,1529.8,778.0
7149,238.302,coco_yolov8s,0,person,0.5520,1194.5,435.2,1533.5,778.4
7150,238.335,coco_yolov8s,0,person,0.6830,1211.0,438.2,1533.3,778.8
7151,238.369,coco_yolov8s,0,person,0.5948,1228.1,433.2,1525.7,782.2
7152,238.402,coco_yolov8s,0,person,0.7124,1240.3,433.0,1520.0,786.2
7153,238.435,coco_yolov8s,0,person,0.7954,1246.2,432.1,1519.2,785.5
7154,238.469,coco_yolov8s,0,person,0.4035,1246.0,430.6,1531.8,784.8
7155,238.502,coco_yolov8s,0,person,0.3608,1241.6,427.6,1534.2,783.5
7161,238.702,coco_yolov8s,0,person,0.3356,1242.5,391.8,1542.2,782.7
7162,238.735,coco_yolov8s,0,person,0.4456,1243.4,392.4,1540.8,781.0
7163,238.769,coco_yolov8s,0,person,0.6363,1241.0,387.7,1540.0,779.2
7164,238.802,coco_yolov8s,0,person,0.4311,1241.5,382.6,1520.4,782.4
7165,238.835,coco_yolov8s,0,person,0.5642,1241.9,379.0,1530.2,780.0
7166,238.869,coco_yolov8s,0,person,0.4657,1241.7,380.9,1539.5,778.0
7167,238.902,coco_yolov8s,0,person,0.5131,1240.5,382.6,1548.3,778.8
7168,238.935,coco_yolov8s,0,person,0.4120,1241.3,382.1,1559.7,780.3
7169,238.969,coco_yolov8s,0,person,0.4709,1241.2,381.8,1562.4,778.3
7170,239.002,coco_yolov8s,0,person,0.5810,1244.5,379.7,1577.1,783.4
7171,239.035,coco_yolov8s,0,person,0.6688,1244.8,380.4,1592.9,783.6
7172,239.069,coco_yolov8s,0,person,0.7450,1245.3,378.4,1604.6,782.1
7173,239.102,coco_yolov8s,0,person,0.5603,1243.0,377.1,1625.0,781.1
7175,239.169,coco_yolov8s,0,person,0.3048,1241.9,370.0,1654.9,781.3
7176,239.202,coco_yolov8s,0,person,0.6052,1241.7,364.4,1670.3,782.5
7179,239.302,coco_yolov8s,0,person,0.4959,1242.0,346.6,1702.2,782.7
7181,239.369,coco_yolov8s,0,person,0.4970,1474.1,350.6,1707.7,737.6
7182,239.402,coco_yolov8s,0,person,0.2779,1242.8,536.0,1543.9,782.2
7184,239.469,coco_yolov8s,0,person,0.6696,1543.8,353.4,1734.5,740.2
7184,239.469,coco_yolov8s,0,person,0.4020,1242.5,540.6,1544.1,781.1
7185,239.502,coco_yolov8s,0,person,0.6417,1562.4,339.2,1741.1,742.4
7186,239.535,coco_yolov8s,0,person,0.7386,1581.7,339.5,1752.7,741.2
7186,239.535,coco_yolov8s,0,person,0.2826,1242.4,533.2,1542.5,782.2
7187,239.569,coco_yolov8s,0,person,0.3760,1829.8,1.3,1919.5,231.2
7188,239.602,coco_yolov8s,0,person,0.5133,1820.2,1.8,1919.5,264.2
7188,239.602,coco_yolov8s,0,person,0.4879,1591.9,333.8,1771.7,737.4
7188,239.602,coco_yolov8s,0,person,0.2891,1245.5,535.4,1543.8,781.7
7189,239.635,coco_yolov8s,0,person,0.5433,1589.9,333.6,1785.5,734.0
7189,239.635,coco_yolov8s,0,person,0.4202,1773.7,1.0,1918.8,363.3
7189,239.635,coco_yolov8s,0,person,0.4170,1243.6,536.3,1544.5,781.3
7190,239.669,coco_yolov8s,0,person,0.8282,1705.1,2.7,1919.2,546.0
7190,239.669,coco_yolov8s,0,person,0.2760,1242.4,534.4,1544.1,781.9
7191,239.702,coco_yolov8s,0,person,0.8899,1666.2,3.7,1918.9,582.9
7192,239.735,coco_yolov8s,0,person,0.8737,1633.9,0.9,1919.1,597.4
7193,239.769,coco_yolov8s,0,person,0.9156,1613.1,1.2,1919.5,620.5
7193,239.769,coco_yolov8s,0,person,0.2706,1245.5,538.5,1542.5,782.2
7194,239.802,coco_yolov8s,0,person,0.8187,1595.7,1.8,1919.8,631.4
7194,239.802,coco_yolov8s,0,person,0.3548,1241.9,537.5,1545.1,781.0
7195,239.835,coco_yolov8s,0,person,0.8794,1592.9,0.0,1919.8,651.1
7195,239.835,coco_yolov8s,0,person,0.3100,1253.5,538.5,1543.9,782.3
7196,239.869,coco_yolov8s,0,person,0.6703,1593.8,1.5,1917.4,710.5
7196,239.869,coco_yolov8s,0,person,0.2660,1259.3,538.1,1541.8,782.0
7197,239.902,coco_yolov8s,0,person,0.9025,1593.4,1.4,1901.3,713.9
7197,239.902,coco_yolov8s,0,person,0.4199,1245.9,538.3,1539.7,781.1
7198,239.935,coco_yolov8s,0,person,0.8800,1595.6,65.0,1886.2,715.2
7198,239.935,coco_yolov8s,0,person,0.3668,1243.9,536.4,1543.4,781.0
7199,239.969,coco_yolov8s,0,person,0.9049,1591.7,60.7,1899.2,716.3
7199,239.969,coco_yolov8s,0,person,0.3365,1250.5,535.7,1543.1,781.1
7200,240.002,coco_yolov8s,0,person,0.9166,1577.9,84.3,1905.8,709.7
7201,240.035,coco_yolov8s,0,person,0.9267,1538.2,106.8,1918.5,709.2
7201,240.035,coco_yolov8s,0,person,0.3050,1241.4,539.5,1540.2,780.8
7202,240.069,coco_yolov8s,0,person,0.6160,1483.1,106.3,1776.4,692.9
7202,240.069,coco_yolov8s,0,person,0.5309,1645.9,291.2,1918.9,710.3
7202,240.069,coco_yolov8s,0,person,0.2927,1244.5,538.5,1533.1,781.5
7203,240.102,coco_yolov8s,0,person,0.9124,1442.5,110.0,1749.5,690.5
7203,240.102,coco_yolov8s,0,person,0.7230,1738.1,291.4,1918.6,704.6
7204,240.135,coco_yolov8s,0,person,0.9174,1418.3,109.2,1726.8,690.2
7204,240.135,coco_yolov8s,0,person,0.7407,1740.9,290.4,1918.7,697.9
7204,240.135,coco_yolov8s,0,person,0.3843,1245.2,540.4,1535.9,781.3
7205,240.169,coco_yolov8s,0,person,0.8901,1401.8,111.3,1695.8,692.4
7205,240.169,coco_yolov8s,0,person,0.5474,1741.6,289.5,1919.1,699.0
7205,240.169,coco_yolov8s,0,person,0.4441,1244.4,534.2,1543.0,781.4
7206,240.202,coco_yolov8s,0,person,0.8509,1394.7,123.6,1673.2,695.5
7206,240.202,coco_yolov8s,0,person,0.6395,1740.4,288.1,1919.4,688.3
7206,240.202,coco_yolov8s,0,person,0.2662,1247.8,529.2,1544.3,782.0
7207,240.235,coco_yolov8s,0,person,0.8888,1389.7,135.9,1659.4,716.6
7208,240.269,coco_yolov8s,0,person,0.6431,1245.6,152.8,1640.7,782.1
7208,240.269,coco_yolov8s,0,person,0.5457,1741.1,289.9,1919.0,636.8
7208,240.269,coco_yolov8s,0,person,0.4236,1386.5,150.0,1638.3,710.8
7209,240.302,coco_yolov8s,0,person,0.8090,1246.3,173.3,1617.8,784.0
7209,240.302,coco_yolov8s,0,person,0.2776,1742.2,291.2,1919.0,626.9
7210,240.335,coco_yolov8s,0,person,0.8626,1246.5,194.8,1598.7,781.0
7210,240.335,coco_yolov8s,0,person,0.5735,1741.5,291.1,1919.0,625.6
7211,240.369,coco_yolov8s,0,person,0.8152,1250.3,222.0,1584.4,773.4
7211,240.369,coco_yolov8s,0,person,0.3207,1745.8,291.1,1919.5,626.3
7212,240.402,coco_yolov8s,0,person,0.9011,1242.0,234.2,1570.9,782.4
7212,240.402,coco_yolov8s,0,person,0.6042,1750.1,291.1,1919.5,621.7
7213,240.435,coco_yolov8s,0,person,0.8975,1242.8,235.1,1559.6,782.5
7213,240.435,coco_yolov8s,0,person,0.6444,1767.1,291.9,1919.1,610.5
7214,240.469,coco_yolov8s,0,person,0.6313,1788.9,289.5,1919.4,605.1
7214,240.469,coco_yolov8s,0,person,0.5330,1247.5,238.1,1552.5,783.0
7215,240.502,coco_yolov8s,0,person,0.8931,1246.3,235.7,1536.9,772.3
7216,240.535,coco_yolov8s,0,person,0.8574,1288.5,237.8,1528.9,781.9
7217,240.569,coco_yolov8s,0,person,0.6020,1299.2,240.7,1508.1,727.7
7218,240.602,coco_yolov8s,0,person,0.7871,1292.8,245.9,1485.0,757.5
7219,240.635,coco_yolov8s,0,person,0.8365,1284.0,254.2,1489.2,771.7
7220,240.669,coco_yolov8s,0,person,0.7845,1280.8,258.8,1474.6,777.3
7221,240.702,coco_yolov8s,0,person,0.7153,1278.6,270.9,1451.7,768.2
7222,240.735,coco_yolov8s,0,person,0.8168,1253.1,293.7,1518.7,782.9
7222,240.735,coco_yolov8s,0,person,0.4320,1268.3,295.3,1428.7,771.1
7223,240.769,coco_yolov8s,0,person,0.8199,1246.4,351.4,1508.1,780.9
7224,240.802,coco_yolov8s,0,person,0.7236,1246.6,347.4,1513.1,783.7
7224,240.802,coco_yolov8s,0,person,0.3818,1257.5,346.0,1407.3,778.9
7225,240.835,coco_yolov8s,0,person,0.5839,1243.3,351.4,1386.0,782.2
7225,240.835,coco_yolov8s,0,person,0.5704,1240.8,354.1,1511.5,784.2
7226,240.869,coco_yolov8s,0,person,0.7404,1232.0,351.2,1516.5,786.4
7226,240.869,coco_yolov8s,0,person,0.5071,1232.7,351.8,1376.2,784.7
7227,240.902,coco_yolov8s,0,person,0.8775,1213.3,352.0,1522.0,786.9
7228,240.935,coco_yolov8s,0,person,0.8679,1183.8,353.8,1520.0,787.3
7229,240.969,coco_yolov8s,0,person,0.7722,1165.9,353.8,1513.5,784.6
7229,240.969,coco_yolov8s,0,person,0.3941,1163.2,355.1,1391.3,783.0
7230,241.002,coco_yolov8s,0,person,0.8459,1156.4,359.2,1520.7,785.4
7231,241.035,coco_yolov8s,0,person,0.7707,1144.8,376.0,1512.2,786.9
7232,241.069,coco_yolov8s,0,person,0.7436,1162.0,388.3,1502.4,787.7
7233,241.102,coco_yolov8s,0,person,0.5039,1159.2,392.2,1516.5,792.7
7233,241.102,coco_yolov8s,0,person,0.4336,1157.2,395.5,1302.6,795.4
7233,241.102,coco_yolov8s,0,person,0.2760,1292.9,600.2,1518.0,784.5
7234,241.135,coco_yolov8s,0,person,0.6685,1151.1,400.8,1288.6,799.5
7234,241.135,coco_yolov8s,0,person,0.5190,1290.5,601.4,1519.9,783.5
7235,241.169,coco_yolov8s,0,person,0.5240,1287.7,602.2,1523.0,783.1
7235,241.169,coco_yolov8s,0,person,0.4716,1145.7,426.2,1272.7,805.6
7235,241.169,coco_yolov8s,0,person,0.3583,1143.0,419.6,1521.7,805.3
7235,241.169,coco_yolov8s,0,person,0.2527,1144.4,421.1,1388.4,804.9
7236,241.202,coco_yolov8s,0,person,0.5527,1136.8,432.6,1265.6,807.2
7236,241.202,coco_yolov8s,0,person,0.3343,1269.6,596.1,1529.5,781.3
7236,241.202,coco_yolov8s,0,person,0.2892,1136.2,428.0,1521.0,797.9
7237,241.235,coco_yolov8s,0,person,0.4606,1130.2,433.9,1522.1,799.9
7237,241.235,coco_yolov8s,0,person,0.4600,1127.9,434.4,1258.3,808.5
7238,241.269,coco_yolov8s,0,person,0.5561,1121.0,433.8,1257.2,811.6
7238,241.269,coco_yolov8s,0,person,0.4141,1124.2,433.8,1530.4,794.4
7239,241.302,coco_yolov8s,0,person,0.6946,1113.1,436.4,1254.4,817.5
7239,241.302,coco_yolov8s,0,person,0.3943,1250.6,593.5,1528.2,781.9
7240,241.335,coco_yolov8s,0,person,0.8387,1105.2,437.4,1249.8,812.9
7240,241.335,coco_yolov8s,0,person,0.4520,1285.3,601.7,1525.6,782.2
7241,241.369,coco_yolov8s,0,person,0.8615,1097.1,440.2,1245.2,810.8
7241,241.369,coco_yolov8s,0,person,0.4363,1270.6,600.9,1528.7,781.5
7242,241.402,coco_yolov8s,0,person,0.8687,1091.6,441.7,1236.0,811.1
7242,241.402,coco_yolov8s,0,person,0.4472,1279.0,602.9,1534.5,782.1
7243,241.435,coco_yolov8s,0,person,0.8503,1084.5,446.2,1225.1,811.8
7243,241.435,coco_yolov8s,0,person,0.3311,1277.6,575.3,1532.5,782.2
7244,241.469,coco_yolov8s,0,person,0.8381,1078.9,449.0,1215.0,813.1
7244,241.469,coco_yolov8s,0,person,0.4561,1289.7,597.8,1523.6,782.9
7245,241.502,coco_yolov8s,0,person,0.6777,1072.2,458.3,1205.3,817.2
7245,241.502,coco_yolov8s,0,person,0.4275,1291.4,599.1,1529.9,783.0
7246,241.535,coco_yolov8s,0,person,0.6360,1070.0,470.8,1193.2,825.8
7247,241.569,coco_yolov8s,0,person,0.5160,1071.4,501.8,1182.0,818.0
7247,241.569,coco_yolov8s,0,person,0.2687,1291.1,602.9,1524.5,781.6
7248,241.602,coco_yolov8s,0,person,0.4180,1070.1,484.4,1178.3,824.3
7249,241.635,coco_yolov8s,0,person,0.3831,1067.9,500.1,1171.3,826.7
7249,241.635,coco_yolov8s,0,person,0.2823,1246.1,540.7,1542.9,780.7
7251,241.702,coco_yolov8s,0,person,0.3036,1254.9,539.1,1544.1,780.3
7251,241.702,coco_yolov8s,0,person,0.2686,1056.4,505.5,1156.3,829.0
7253,241.769,coco_yolov8s,0,person,0.3943,1034.4,506.4,1147.6,823.3
7254,241.802,coco_yolov8s,0,person,0.3527,1028.1,504.7,1145.4,827.2
7254,241.802,coco_yolov8s,0,person,0.3002,1269.8,553.9,1540.2,781.3
7255,241.835,coco_yolov8s,0,person,0.5822,1027.8,509.4,1138.8,827.8
7255,241.835,coco_yolov8s,0,person,0.3514,1290.5,597.2,1526.4,782.2
7256,241.869,coco_yolov8s,0,person,0.4672,1029.3,511.9,1133.2,831.2
7257,241.902,coco_yolov8s,0,person,0.3252,1028.7,548.5,1121.7,829.6
7259,241.969,coco_yolov8s,0,person,0.2854,1272.7,566.5,1538.8,780.9
7260,242.002,coco_yolov8s,0,person,0.3293,1242.7,543.1,1536.2,780.4
7265,242.169,coco_yolov8s,0,person,0.2541,1249.1,548.1,1542.1,781.1
7266,242.202,coco_yolov8s,0,person,0.2763,1242.3,540.8,1544.7,780.4
7267,242.235,coco_yolov8s,0,person,0.2603,1243.2,539.6,1544.7,780.1
7269,242.302,coco_yolov8s,0,person,0.3491,970.7,562.8,1105.9,843.5
7269,242.302,coco_yolov8s,0,person,0.2921,1245.5,547.1,1542.5,780.9
7270,242.335,coco_yolov8s,0,person,0.3177,968.3,563.7,1102.1,845.8
7270,242.335,coco_yolov8s,0,person,0.2725,1247.2,546.7,1543.2,781.3
7271,242.369,coco_yolov8s,0,person,0.3227,966.8,588.8,1070.0,820.6
7271,242.369,coco_yolov8s,0,person,0.2830,1242.9,541.5,1544.5,781.0
7271,242.369,coco_yolov8s,0,person,0.2501,963.1,584.5,1095.5,843.2
7272,242.402,coco_yolov8s,0,person,0.5664,973.1,595.4,1051.4,818.8
7272,242.402,coco_yolov8s,0,person,0.3443,1290.7,580.6,1540.5,781.3
7273,242.435,coco_yolov8s,0,person,0.3111,1265.5,570.7,1543.4,779.9
7274,242.469,coco_yolov8s,0,person,0.2507,1246.1,539.4,1544.8,780.9
7275,242.502,coco_yolov8s,0,person,0.2687,1243.6,534.7,1544.1,779.9
7276,242.535,coco_yolov8s,0,person,0.3501,1243.6,538.0,1543.3,780.2
7278,242.602,coco_yolov8s,0,person,0.3264,1243.6,538.0,1543.7,780.7
7279,242.635,coco_yolov8s,0,person,0.3000,1251.8,542.5,1543.7,780.8
7279,242.635,coco_yolov8s,0,person,0.2698,946.8,600.8,1031.5,834.4
7280,242.669,coco_yolov8s,0,person,0.3299,1262.0,540.1,1544.1,780.9
7280,242.669,coco_yolov8s,0,person,0.3180,945.6,599.5,1029.2,871.9
7281,242.702,coco_yolov8s,0,person,0.3528,1245.6,539.3,1544.7,780.5
7282,242.735,coco_yolov8s,0,person,0.3364,1255.2,542.2,1540.0,779.9
7283,242.769,coco_yolov8s,0,person,0.6228,940.6,629.8,1025.4,853.3
7283,242.769,coco_yolov8s,0,person,0.3807,1290.7,589.9,1531.5,782.0
7284,242.802,coco_yolov8s,0,person,0.5896,938.2,619.7,1028.9,857.3
7285,242.835,coco_yolov8s,0,person,0.3933,934.8,621.5,1030.0,836.9
7285,242.835,coco_yolov8s,0,person,0.3018,1248.3,541.8,1544.2,780.9
7286,242.869,coco_yolov8s,0,person,0.4679,934.2,624.9,1029.4,834.9
7286,242.869,coco_yolov8s,0,person,0.3473,1262.2,559.2,1544.4,780.9
7287,242.902,coco_yolov8s,0,person,0.3327,930.7,632.5,1009.3,870.8
7287,242.902,coco_yolov8s,0,person,0.3299,1244.4,536.9,1544.9,781.0
7288,242.935,coco_yolov8s,0,person,0.2827,927.9,631.8,1020.3,862.8
7291,243.035,coco_yolov8s,0,person,0.2903,1269.1,596.7,1534.0,780.4
7292,243.069,coco_yolov8s,0,person,0.2733,912.2,631.4,1008.5,878.9
7292,243.069,coco_yolov8s,0,person,0.2699,1251.6,594.9,1536.1,780.5
7293,243.102,coco_yolov8s,0,person,0.4042,909.7,631.4,998.8,867.4
7293,243.102,coco_yolov8s,0,person,0.3525,1284.3,596.4,1530.2,782.6
7294,243.135,coco_yolov8s,0,person,0.3408,905.6,631.9,998.3,866.8
7294,243.135,coco_yolov8s,0,person,0.2541,1260.3,598.1,1531.9,780.8
7295,243.169,coco_yolov8s,0,person,0.4983,904.7,634.1,1008.2,864.0
7295,243.169,coco_yolov8s,0,person,0.3585,1272.5,581.8,1539.1,781.0
7296,243.202,coco_yolov8s,0,person,0.4736,903.1,638.8,1010.4,861.9
7296,243.202,coco_yolov8s,0,person,0.2832,1261.2,552.6,1540.9,781.1
7297,243.235,coco_yolov8s,0,person,0.4043,904.4,650.5,1010.1,867.7
7297,243.235,coco_yolov8s,0,person,0.2699,1263.6,547.5,1542.5,780.6
7298,243.269,coco_yolov8s,0,person,0.2865,1248.4,581.0,1537.3,780.7
7299,243.302,coco_yolov8s,0,person,0.3841,908.0,669.5,980.6,867.2
7299,243.302,coco_yolov8s,0,person,0.3575,1271.8,595.0,1535.6,780.9
7300,243.335,coco_yolov8s,0,person,0.3030,1249.1,547.0,1544.0,779.9
7301,243.369,coco_yolov8s,0,person,0.2968,1261.5,572.5,1543.3,780.8
7302,243.402,coco_yolov8s,0,person,0.2904,1256.6,554.6,1543.3,780.8
7303,243.435,coco_yolov8s,0,person,0.3322,1243.8,536.7,1544.3,780.4
7304,243.469,coco_yolov8s,0,person,0.3963,1243.1,533.9,1545.0,780.6
7305,243.502,coco_yolov8s,0,person,0.3916,1242.1,540.7,1544.8,780.2
7306,243.535,coco_yolov8s,0,person,0.3219,1242.2,538.0,1545.0,779.6
7308,243.602,coco_yolov8s,0,person,0.3599,1242.6,537.4,1544.4,780.5
7310,243.669,coco_yolov8s,0,person,0.3017,1244.1,537.3,1545.3,781.0
7312,243.735,coco_yolov8s,0,person,0.2565,1242.4,538.1,1545.1,780.6
7316,243.869,coco_yolov8s,0,person,0.2914,1245.7,535.5,1544.5,782.9
7320,244.002,coco_yolov8s,0,person,0.3465,1248.7,539.9,1543.5,782.7
7321,244.035,coco_yolov8s,0,person,0.2600,1246.6,551.4,1537.4,783.2
7326,244.202,coco_yolov8s,0,person,0.4195,919.9,702.9,972.8,870.3
7326,244.202,coco_yolov8s,0,person,0.3019,1243.6,539.2,1543.5,782.2
7327,244.235,coco_yolov8s,0,person,0.4762,914.3,704.0,973.6,873.4
7327,244.235,coco_yolov8s,0,person,0.3063,1242.3,535.4,1544.1,782.6
7328,244.269,coco_yolov8s,0,person,0.3699,918.2,702.7,977.4,870.9
7329,244.302,coco_yolov8s,0,person,0.3730,920.3,703.6,976.4,866.8
7330,244.335,coco_yolov8s,0,person,0.2597,883.4,706.8,976.9,874.8
7330,244.335,coco_yolov8s,0,person,0.2575,915.0,704.3,982.5,861.2
7331,244.369,coco_yolov8s,0,person,0.3245,1242.0,540.4,1543.9,783.6
7332,244.402,coco_yolov8s,0,person,0.2937,1243.7,540.4,1540.4,783.5
7335,244.502,coco_yolov8s,0,person,0.2680,1242.0,533.4,1545.3,782.6
7336,244.535,coco_yolov8s,0,person,0.2691,1241.8,537.1,1544.0,782.8
7337,244.569,coco_yolov8s,0,person,0.2699,1242.7,537.1,1543.1,782.2
7338,244.602,coco_yolov8s,0,person,0.2510,1243.0,536.8,1544.1,782.6
7339,244.635,coco_yolov8s,0,person,0.2870,1243.0,535.3,1545.2,782.6
7340,244.669,coco_yolov8s,0,person,0.3002,1242.5,537.0,1545.3,782.5
7341,244.702,coco_yolov8s,0,person,0.3843,1632.0,1.3,1919.0,434.0
7341,244.702,coco_yolov8s,0,person,0.2529,1462.6,0.7,1919.3,433.5
7341,244.702,coco_yolov8s,0,person,0.2521,1242.7,535.2,1544.9,783.0
7342,244.735,coco_yolov8s,0,person,0.3721,1274.2,1.0,1918.6,468.8
7343,244.769,coco_yolov8s,0,person,0.4167,1275.3,0.8,1919.0,510.2
7344,244.802,coco_yolov8s,0,person,0.4268,1274.5,1.3,1919.4,509.1
7345,244.835,coco_yolov8s,0,person,0.4827,1273.3,0.6,1919.0,521.9
7349,244.969,coco_yolov8s,0,person,0.3880,949.8,729.8,1007.9,884.7
7349,244.969,coco_yolov8s,0,person,0.3787,813.3,723.2,874.3,865.0
7351,245.035,coco_yolov8s,0,person,0.4633,1272.3,0.4,1801.1,558.4
7352,245.069,coco_yolov8s,0,person,0.5059,1269.4,0.2,1776.1,560.4
7352,245.069,coco_yolov8s,0,person,0.3234,1241.0,537.9,1545.8,781.4
7355,245.169,coco_yolov8s,0,person,0.2664,970.4,729.2,1008.3,887.7
7356,245.202,coco_yolov8s,0,person,0.3948,1262.3,0.7,1693.4,575.0
7356,245.202,coco_yolov8s,0,person,0.2868,973.3,732.3,1008.2,887.6
7358,245.269,coco_yolov8s,0,person,0.3463,1269.8,1.1,1656.8,598.5
7358,245.269,coco_yolov8s,0,person,0.2967,1802.6,177.6,1919.3,554.6
7359,245.302,coco_yolov8s,0,person,0.3634,1268.6,0.5,1641.6,606.8
7360,245.335,coco_yolov8s,0,person,0.3337,1240.6,521.2,1546.8,780.2
7361,245.369,coco_yolov8s,0,person,0.4576,1273.2,0.7,1607.4,627.7
7363,245.435,coco_yolov8s,0,person,0.3790,1786.7,171.4,1919.2,579.8
7364,245.469,coco_yolov8s,0,person,0.5278,1784.3,172.8,1919.2,592.4
7365,245.502,coco_yolov8s,0,person,0.5057,1771.6,176.7,1919.1,611.4
7365,245.502,coco_yolov8s,0,person,0.2522,1229.2,14.3,1554.6,671.2
7366,245.535,coco_yolov8s,0,person,0.6024,1753.6,176.9,1919.3,695.4
7366,245.535,coco_yolov8s,0,person,0.4865,1246.1,32.8,1543.5,711.4
7367,245.569,coco_yolov8s,0,person,0.7346,1741.7,177.2,1919.2,716.4
7368,245.602,coco_yolov8s,0,person,0.6424,1741.7,176.1,1918.9,715.3
7368,245.602,coco_yolov8s,0,person,0.2623,1240.6,540.8,1543.5,779.8
7369,245.635,coco_yolov8s,0,person,0.5985,1785.7,175.3,1918.9,718.5
7369,245.635,coco_yolov8s,0,person,0.2951,1836.3,1.2,1919.5,186.7
7370,245.669,coco_yolov8s,0,person,0.7236,1717.2,171.0,1919.0,722.3
7370,245.669,coco_yolov8s,0,person,0.6206,1177.9,44.5,1539.2,719.7
7370,245.669,coco_yolov8s,0,person,0.2510,1809.6,1.0,1919.0,183.2
7371,245.702,coco_yolov8s,0,person,0.8008,1707.2,172.9,1919.0,720.1
7371,245.702,coco_yolov8s,0,person,0.5614,1177.0,45.7,1540.9,719.9
7372,245.735,coco_yolov8s,0,person,0.5756,1664.7,3.2,1919.0,720.9
7372,245.735,coco_yolov8s,0,person,0.5094,1712.1,157.3,1918.8,711.4
7372,245.735,coco_yolov8s,0,person,0.3459,1179.8,46.6,1538.9,751.0
7373,245.769,coco_yolov8s,0,person,0.7526,1698.7,170.4,1919.2,723.9
7373,245.769,coco_yolov8s,0,person,0.5706,1175.1,21.6,1545.2,742.2
7374,245.802,coco_yolov8s,0,person,0.4125,1689.8,187.3,1919.3,726.9
7375,245.835,coco_yolov8s,0,person,0.3445,1692.6,200.8,1919.2,726.6
7375,245.835,coco_yolov8s,0,person,0.2844,1693.9,422.6,1919.4,729.9
7376,245.869,coco_yolov8s,0,person,0.8272,1698.7,211.5,1919.4,734.3
7376,245.869,coco_yolov8s,0,person,0.6738,1172.7,102.0,1537.1,706.5
7376,245.869,coco_yolov8s,0,person,0.3843,1609.5,0.9,1919.3,310.8
7377,245.902,coco_yolov8s,0,person,0.7800,1701.6,236.3,1919.1,738.1
7377,245.902,coco_yolov8s,0,person,0.6636,1603.1,0.8,1919.5,352.2
7377,245.902,coco_yolov8s,0,person,0.4139,1172.7,119.0,1531.9,769.4
7378,245.935,coco_yolov8s,0,person,0.8080,1705.9,246.3,1919.1,744.0
7378,245.935,coco_yolov8s,0,person,0.4256,1168.3,175.7,1533.8,753.8
7379,245.969,coco_yolov8s,0,person,0.7048,1706.3,250.9,1919.1,746.6
7379,245.969,coco_yolov8s,0,person,0.3503,1771.8,10.8,1919.0,450.4
7380,246.002,coco_yolov8s,0,person,0.8846,1694.9,261.9,1919.1,751.2
7380,246.002,coco_yolov8s,0,person,0.7489,1759.5,47.1,1919.4,441.5
7380,246.002,coco_yolov8s,0,person,0.5983,1154.8,193.0,1528.3,763.5
7380,246.002,coco_yolov8s,0,person,0.2513,1157.3,193.2,1366.8,745.6
7381,246.035,coco_yolov8s,0,person,0.6084,1685.4,268.4,1918.9,749.1
7381,246.035,coco_yolov8s,0,person,0.3415,1603.3,0.0,1872.5,200.6
7382,246.069,coco_yolov8s,0,person,0.6522,1153.7,201.0,1531.5,777.8
7382,246.069,coco_yolov8s,0,person,0.4041,1664.0,273.2,1919.3,757.8
7382,246.069,coco_yolov8s,0,person,0.3291,1602.0,0.0,1919.5,497.6
7382,246.069,coco_yolov8s,0,person,0.3121,1619.8,4.1,1919.6,760.0
7383,246.102,coco_yolov8s,0,person,0.8110,1648.1,277.6,1919.2,756.2
7383,246.102,coco_yolov8s,0,person,0.6677,1602.9,0.6,1919.8,472.2
7384,246.135,coco_yolov8s,0,person,0.8661,1617.2,287.9,1909.0,758.0
7384,246.135,coco_yolov8s,0,person,0.3733,1634.0,144.3,1918.8,493.4
